createdat,productname,consumption,revenue
2019-07-20,ÖkoGas 1,28100,144757.8700000000
2019-07-20,ÖkoStrom 1,12400,370808.9500000000
2019-07-20,ÖkoStrom 2,19900,583149.9200000000
2019-07-20,ÖkoStrom 3,14500,422006.9400000000
2019-07-21,ÖkoGas 1,40100,206572.1600000000
2019-07-21,ÖkoStrom 1,14700,439588.7400000000
2019-07-21,ÖkoStrom 2,7800,228569.9700000000
2019-07-21,ÖkoStrom 3,14800,430736.9400000000
2019-07-22,ÖkoStrom 1,9600,287079.1600000000
2019-07-22,ÖkoStrom 2,17100,501099.9300000000
2019-07-22,ÖkoStrom 3,11400,331787.4500000000
2019-07-23,ÖkoGas 1,27000,139092.8700000000
2019-07-23,ÖkoStrom 1,14700,439588.7400000000
2019-07-23,ÖkoStrom 2,11900,348719.9500000000
2019-07-23,ÖkoStrom 3,22400,651925.4100000000
2019-07-24,ÖkoGas 1,23000,118478.5800000000
2019-07-24,ÖkoStrom 1,7700,230259.3700000000
2019-07-24,ÖkoStrom 2,15600,457139.9400000000
2019-07-24,ÖkoStrom 3,12100,352157.4500000000
2019-07-25,ÖkoGas 1,22300,114873.5800000000
2019-07-25,ÖkoStrom 1,17900,535278.5300000000
2019-07-25,ÖkoStrom 2,10100,295969.9600000000
2019-07-25,ÖkoStrom 3,14800,430736.9400000000
2019-07-26,ÖkoGas 1,9500,48939.2900000000
2019-07-26,ÖkoStrom 1,7300,218299.3700000000
2019-07-26,ÖkoStrom 2,15600,457139.9400000000
2019-07-26,ÖkoStrom 3,9600,279397.9600000000
2019-07-27,ÖkoGas 1,28500,146817.8700000000
2019-07-27,ÖkoStrom 1,16200,484448.5300000000
2019-07-27,ÖkoStrom 2,17500,512819.9300000000
2019-07-27,ÖkoStrom 3,15600,454016.9400000000
2019-07-28,ÖkoGas 1,11000,56664.2900000000
2019-07-28,ÖkoStrom 1,10200,305019.1600000000
2019-07-28,ÖkoStrom 2,15100,442489.9400000000
2019-07-28,ÖkoStrom 3,15300,445286.9400000000
2019-07-29,ÖkoGas 1,21200,109208.5800000000
2019-07-29,ÖkoStrom 1,19600,586118.3200000000
2019-07-29,ÖkoStrom 2,10200,298899.9600000000
2019-07-29,ÖkoStrom 3,12200,355067.4500000000
2019-07-30,ÖkoGas 1,22700,116933.5800000000
2019-07-30,ÖkoStrom 1,23400,699748.1100000000
2019-07-30,ÖkoStrom 2,17400,509889.9300000000
2019-07-30,ÖkoStrom 3,4300,125148.9800000000
2019-07-31,ÖkoGas 1,39700,204512.1600000000
2019-07-31,ÖkoStrom 1,12200,364828.9500000000
2019-07-31,ÖkoStrom 2,19900,583149.9200000000
2019-07-31,ÖkoStrom 3,14500,422006.9400000000
2019-08-01,ÖkoGas 1,40900,210692.1600000000
2019-08-01,ÖkoStrom 1,9200,275119.1600000000
2019-08-01,ÖkoStrom 2,14200,416119.9400000000
2019-08-01,ÖkoStrom 3,23100,672295.4100000000
2019-08-02,ÖkoGas 1,19800,101998.5800000000
2019-08-02,ÖkoStrom 1,22500,672838.1100000000
2019-08-02,ÖkoStrom 2,14700,430769.9400000000
2019-08-02,ÖkoStrom 3,15400,448196.9400000000
2019-08-03,ÖkoGas 1,51800,266841.4500000000
2019-08-03,ÖkoStrom 1,18000,538268.5300000000
2019-08-03,ÖkoStrom 2,12100,354579.9500000000
2019-08-03,ÖkoStrom 3,7700,224098.4700000000
2019-08-04,ÖkoGas 1,17200,88608.5800000000
2019-08-04,ÖkoStrom 1,17400,520328.5300000000
2019-08-04,ÖkoStrom 2,25200,738459.9000000000
2019-08-04,ÖkoStrom 3,19000,552975.9200000000
2019-08-05,ÖkoGas 1,11500,59239.2900000000
2019-08-05,ÖkoStrom 1,14700,439588.7400000000
2019-08-05,ÖkoStrom 2,11600,339929.9500000000
2019-08-05,ÖkoStrom 3,15000,436556.9400000000
2019-08-06,ÖkoGas 1,10200,52544.2900000000
2019-08-06,ÖkoStrom 1,17400,520328.5300000000
2019-08-06,ÖkoStrom 2,12200,357509.9500000000
2019-08-06,ÖkoStrom 3,19300,561705.9200000000
2019-08-07,ÖkoGas 1,26900,138577.8700000000
2019-08-07,ÖkoStrom 1,14900,445568.7400000000
2019-08-07,ÖkoStrom 2,17100,501099.9300000000
2019-08-07,ÖkoStrom 3,20000,582075.9200000000
2019-08-08,ÖkoGas 1,27400,141152.8700000000
2019-08-08,ÖkoStrom 1,9900,296049.1600000000
2019-08-08,ÖkoStrom 2,16300,477659.9300000000
2019-08-08,ÖkoStrom 3,14200,413276.9400000000
2019-08-09,ÖkoGas 1,28300,145787.8700000000
2019-08-09,ÖkoStrom 1,21785,651459.6100000000
2019-08-09,ÖkoStrom 2,9600,281319.9600000000
2019-08-09,ÖkoStrom 3,17900,520956.4300000000
2019-08-10,ÖkoGas 1,29400,151452.8700000000
2019-08-10,ÖkoStrom 1,12600,376788.9500000000
2019-08-10,ÖkoStrom 2,15000,439559.9400000000
2019-08-10,ÖkoStrom 3,17700,515136.4300000000
2019-08-11,ÖkoGas 1,19800,101998.5800000000
2019-08-11,ÖkoStrom 1,20700,619008.3200000000
2019-08-11,ÖkoStrom 2,17200,504029.9300000000
2019-08-11,ÖkoStrom 3,14700,427826.9400000000
2019-08-12,ÖkoGas 1,29800,153512.8700000000
2019-08-12,ÖkoStrom 1,16800,502388.5300000000
2019-08-12,ÖkoStrom 2,13500,395609.9400000000
2019-08-12,ÖkoStrom 3,23200,675205.4100000000
2019-08-13,ÖkoGas 1,43400,223567.1600000000
2019-08-13,ÖkoStrom 1,21500,642938.1100000000
2019-08-13,ÖkoStrom 2,10800,316479.9600000000
2019-08-13,ÖkoStrom 3,18000,523866.4300000000
2019-08-14,ÖkoGas 1,43300,223052.1600000000
2019-08-14,ÖkoStrom 1,12800,382768.9500000000
2019-08-14,ÖkoStrom 2,12000,351649.9500000000
2019-08-14,ÖkoStrom 3,17400,506406.4300000000
2019-08-15,ÖkoStrom 1,13600,406698.7400000000
2019-08-15,ÖkoStrom 2,16500,483519.9300000000
2019-08-15,ÖkoStrom 3,22500,654835.4100000000
2019-08-16,ÖkoGas 1,21400,110238.5800000000
2019-08-16,ÖkoStrom 1,14900,445568.7400000000
2019-08-16,ÖkoStrom 2,19200,562639.9200000000
2019-08-16,ÖkoStrom 3,19100,555885.9200000000
2019-08-17,ÖkoGas 1,42300,217902.1600000000
2019-08-17,ÖkoStrom 1,12900,385758.9500000000
2019-08-17,ÖkoStrom 2,7600,222709.9700000000
2019-08-17,ÖkoStrom 3,16400,477306.4300000000
2019-08-18,ÖkoGas 1,50100,258086.4500000000
2019-08-18,ÖkoStrom 1,12300,367818.9500000000
2019-08-18,ÖkoStrom 2,12100,354579.9500000000
2019-08-18,ÖkoStrom 3,21900,637375.4100000000
2019-08-19,ÖkoGas 1,28800,148362.8700000000
2019-08-19,ÖkoStrom 1,20787,621609.6200000000
2019-08-19,ÖkoStrom 2,22300,653479.9100000000
2019-08-19,ÖkoStrom 3,12500,363797.4500000000
2019-08-20,ÖkoGas 1,11800,60784.2900000000
2019-08-20,ÖkoStrom 1,10600,316979.1600000000
2019-08-20,ÖkoStrom 2,15500,454209.9400000000
2019-08-20,ÖkoStrom 3,22500,654835.4100000000
2019-08-21,ÖkoGas 1,19400,99938.5800000000
2019-08-21,ÖkoStrom 1,19200,574158.3200000000
2019-08-21,ÖkoStrom 2,17500,512819.9300000000
2019-08-21,ÖkoStrom 3,14105,410512.4400000000
2019-08-22,ÖkoGas 1,17900,92213.5800000000
2019-08-22,ÖkoStrom 1,15400,460518.7400000000
2019-08-22,ÖkoStrom 2,9800,287179.9600000000
2019-08-22,ÖkoStrom 3,15600,454016.9400000000
2019-08-23,ÖkoGas 1,41800,215327.1600000000
2019-08-23,ÖkoStrom 1,10400,310999.1600000000
2019-08-23,ÖkoStrom 2,12500,366299.9500000000
2019-08-23,ÖkoStrom 3,12400,360887.4500000000
2019-08-24,ÖkoGas 1,38200,196787.1600000000
2019-08-24,ÖkoStrom 1,10900,325949.1600000000
2019-08-24,ÖkoStrom 2,17900,524539.9300000000
2019-08-24,ÖkoStrom 3,9500,276487.9600000000
2019-08-25,ÖkoStrom 1,8900,266149.1600000000
2019-08-25,ÖkoStrom 2,13900,407319.9500000000
2019-08-25,ÖkoStrom 3,9500,276487.9600000000
2019-08-26,ÖkoGas 1,28500,146817.8700000000
2019-08-26,ÖkoStrom 1,15300,457528.7400000000
2019-08-26,ÖkoStrom 2,22100,647619.9100000000
2019-08-26,ÖkoStrom 3,20100,584985.9200000000
2019-08-27,ÖkoGas 1,20300,104573.5800000000
2019-08-27,ÖkoStrom 1,14900,445568.7400000000
2019-08-27,ÖkoStrom 2,9700,284249.9600000000
2019-08-27,ÖkoStrom 3,11800,343427.4500000000
2019-08-28,ÖkoGas 1,29600,152482.8700000000
2019-08-28,ÖkoStrom 1,9600,287079.1600000000
2019-08-28,ÖkoStrom 2,19100,559709.9200000000
2019-08-28,ÖkoStrom 3,14000,407456.9400000000
2019-08-29,ÖkoGas 1,18600,95818.5800000000
2019-08-29,ÖkoStrom 1,11200,334919.1600000000
2019-08-29,ÖkoStrom 2,19200,562639.9200000000
2019-08-29,ÖkoStrom 3,11700,340517.4500000000
2019-08-30,ÖkoGas 1,15900,81913.5800000000
2019-08-30,ÖkoStrom 1,19800,592098.3200000000
2019-08-30,ÖkoStrom 2,15100,442489.9400000000
2019-08-30,ÖkoStrom 3,12600,366707.4500000000
2019-08-31,ÖkoStrom 1,17800,532288.5300000000
2019-08-31,ÖkoStrom 2,16600,486449.9300000000
2019-08-31,ÖkoStrom 3,14200,413276.9400000000
2019-09-01,ÖkoGas 1,40500,208632.1600000000
2019-09-01,ÖkoStrom 1,15800,472478.7400000000
2019-09-01,ÖkoStrom 2,19100,559709.9200000000
2019-09-01,ÖkoStrom 3,21800,634465.4100000000
2019-09-02,ÖkoGas 1,8200,42244.2900000000
2019-09-02,ÖkoStrom 1,7700,230259.3700000000
2019-09-02,ÖkoStrom 2,11700,342859.9500000000
2019-09-02,ÖkoStrom 3,16000,465666.4300000000
2019-09-03,ÖkoGas 1,17700,91183.5800000000
2019-09-03,ÖkoStrom 1,17200,514348.5300000000
2019-09-03,ÖkoStrom 2,16000,468869.9300000000
2019-09-03,ÖkoStrom 3,12400,360887.4500000000
2019-09-04,ÖkoGas 1,31000,159692.8700000000
2019-09-04,ÖkoStrom 1,13900,415668.7400000000
2019-09-04,ÖkoStrom 2,9800,287179.9600000000
2019-09-04,ÖkoStrom 3,14700,427826.9400000000
2019-09-05,ÖkoGas 1,10300,53059.2900000000
2019-09-05,ÖkoStrom 1,19500,583128.3200000000
2019-09-05,ÖkoStrom 2,4800,140659.9800000000
2019-09-05,ÖkoStrom 3,17300,503496.4300000000
2019-09-06,ÖkoGas 1,17100,88093.5800000000
2019-09-06,ÖkoStrom 1,22000,657888.1100000000
2019-09-06,ÖkoStrom 2,21400,627109.9100000000
2019-09-06,ÖkoStrom 3,15000,436556.9400000000
2019-09-07,ÖkoGas 1,32900,169477.8700000000
2019-09-07,ÖkoStrom 1,7800,233249.3700000000
2019-09-07,ÖkoStrom 2,12000,351649.9500000000
2019-09-07,ÖkoStrom 3,9800,285217.9600000000
2019-09-08,ÖkoStrom 1,14700,439588.7400000000
2019-09-08,ÖkoStrom 2,20100,589009.9200000000
2019-09-08,ÖkoStrom 3,16700,486036.4300000000
2019-09-09,ÖkoGas 1,21000,108178.5800000000
2019-09-09,ÖkoStrom 1,13700,409678.9500000000
2019-09-09,ÖkoStrom 2,19400,568499.9200000000
2019-09-09,ÖkoStrom 3,15200,442376.9400000000
2019-09-10,ÖkoGas 1,31700,163297.8700000000
2019-09-10,ÖkoStrom 1,12300,367818.9500000000
2019-09-10,ÖkoStrom 2,20300,594869.9200000000
2019-09-10,ÖkoStrom 3,10493,305384.2600000000
2019-09-11,ÖkoGas 1,36400,187517.1600000000
2019-09-11,ÖkoStrom 1,14800,442578.7400000000
2019-09-11,ÖkoStrom 2,20000,586079.9200000000
2019-09-11,ÖkoStrom 3,9900,288127.9600000000
2019-09-12,ÖkoGas 1,28200,145272.8700000000
2019-09-12,ÖkoStrom 1,12000,358848.9500000000
2019-09-12,ÖkoStrom 2,14600,427839.9400000000
2019-09-12,ÖkoStrom 3,15700,456926.9400000000
2019-09-13,ÖkoGas 1,50200,258601.4500000000
2019-09-13,ÖkoStrom 1,14900,445568.7400000000
2019-09-13,ÖkoStrom 2,14900,436629.9400000000
2019-09-13,ÖkoStrom 3,9600,279397.9600000000
2019-09-14,ÖkoGas 1,10000,51514.2900000000
2019-09-14,ÖkoStrom 1,16600,496408.5300000000
2019-09-14,ÖkoStrom 2,18600,545059.9200000000
2019-09-14,ÖkoStrom 3,18300,532596.4300000000
2019-09-15,ÖkoGas 1,38300,197302.1600000000
2019-09-15,ÖkoStrom 1,14900,445568.7400000000
2019-09-15,ÖkoStrom 2,18100,530399.9300000000
2019-09-15,ÖkoStrom 3,17100,497676.4300000000
2019-09-16,ÖkoGas 1,11900,61299.2900000000
2019-09-16,ÖkoStrom 1,22900,684798.1100000000
2019-09-16,ÖkoStrom 2,16900,495239.9300000000
2019-09-16,ÖkoStrom 3,12600,366707.4500000000
2019-09-17,ÖkoGas 1,17900,92213.5800000000
2019-09-17,ÖkoStrom 1,21600,645928.1100000000
2019-09-17,ÖkoStrom 2,15000,439559.9400000000
2019-09-17,ÖkoStrom 3,21800,634465.4100000000
2019-09-18,ÖkoGas 1,18000,92728.5800000000
2019-09-18,ÖkoStrom 1,17300,517338.5300000000
2019-09-18,ÖkoStrom 2,12900,378019.9500000000
2019-09-18,ÖkoStrom 3,14200,413276.9400000000
2019-09-19,ÖkoGas 1,11500,59239.2900000000
2019-09-19,ÖkoStrom 1,23100,690778.1100000000
2019-09-19,ÖkoStrom 2,12000,351649.9500000000
2019-09-19,ÖkoStrom 3,15800,459836.9400000000
2019-09-20,ÖkoStrom 1,6600,197369.3700000000
2019-09-20,ÖkoStrom 2,7500,219779.9700000000
2019-09-20,ÖkoStrom 3,10100,293947.9600000000
2019-09-21,ÖkoGas 1,26500,136517.8700000000
2019-09-21,ÖkoStrom 1,17700,529298.5300000000
2019-09-21,ÖkoStrom 2,17000,498169.9300000000
2019-09-21,ÖkoStrom 3,14700,427826.9400000000
2019-09-22,ÖkoGas 1,20900,107663.5800000000
2019-09-22,ÖkoStrom 1,12100,361838.9500000000
2019-09-22,ÖkoStrom 2,23400,685709.9100000000
2019-09-22,ÖkoStrom 3,9900,288127.9600000000
2019-09-23,ÖkoGas 1,19700,101483.5800000000
2019-09-23,ÖkoStrom 1,7400,221289.3700000000
2019-09-23,ÖkoStrom 2,16700,489379.9300000000
2019-09-23,ÖkoStrom 3,14700,427826.9400000000
2019-09-24,ÖkoGas 1,19900,102513.5800000000
2019-09-24,ÖkoStrom 1,15200,454538.7400000000
2019-09-24,ÖkoStrom 2,16500,483519.9300000000
2019-09-24,ÖkoStrom 3,10800,314317.9600000000
2019-09-25,ÖkoGas 1,20100,103543.5800000000
2019-09-25,ÖkoStrom 1,12300,367818.9500000000
2019-09-25,ÖkoStrom 2,17500,512819.9300000000
2019-09-25,ÖkoStrom 3,7600,221188.4700000000
2019-09-26,ÖkoGas 1,22000,113328.5800000000
2019-09-26,ÖkoStrom 1,17500,523318.5300000000
2019-09-26,ÖkoStrom 2,13000,380949.9500000000
2019-09-26,ÖkoStrom 3,7400,215368.4700000000
2019-09-27,ÖkoGas 1,32300,166387.8700000000
2019-09-27,ÖkoStrom 1,17000,508368.5300000000
2019-09-27,ÖkoStrom 2,12800,375089.9500000000
2019-09-27,ÖkoStrom 3,7000,203728.4700000000
2019-09-28,ÖkoGas 1,19900,102513.5800000000
2019-09-28,ÖkoStrom 1,22400,669848.1100000000
2019-09-28,ÖkoStrom 2,17000,498169.9300000000
2019-09-28,ÖkoStrom 3,10900,317227.9600000000
2019-09-29,ÖkoGas 1,17800,91698.5800000000
2019-09-29,ÖkoStrom 1,16200,484448.5300000000
2019-09-29,ÖkoStrom 2,10900,319409.9600000000
2019-09-29,ÖkoStrom 3,14200,413276.9400000000
2019-09-30,ÖkoGas 1,18500,95303.5800000000
2019-09-30,ÖkoStrom 1,15000,448558.7400000000
2019-09-30,ÖkoStrom 2,7000,205129.9700000000
2019-09-30,ÖkoStrom 3,12900,375437.4500000000
2019-10-01,ÖkoGas 1,8700,44819.2900000000
2019-10-01,ÖkoStrom 1,19101,571198.2200000000
2019-10-01,ÖkoStrom 2,11500,336999.9500000000
2019-10-01,ÖkoStrom 3,10300,299767.9600000000
2019-10-02,ÖkoGas 1,30800,158662.8700000000
2019-10-02,ÖkoStrom 1,7300,218299.3700000000
2019-10-02,ÖkoStrom 2,16300,477659.9300000000
2019-10-02,ÖkoStrom 3,11700,340517.4500000000
2019-10-03,ÖkoGas 1,10900,56149.2900000000
2019-10-03,ÖkoStrom 1,13800,412678.7400000000
2019-10-03,ÖkoStrom 2,14300,419049.9400000000
2019-10-03,ÖkoStrom 3,20178,587255.7200000000
2019-10-04,ÖkoGas 1,18000,92728.5800000000
2019-10-04,ÖkoStrom 1,20300,607048.3200000000
2019-10-04,ÖkoStrom 2,11800,345789.9500000000
2019-10-04,ÖkoStrom 3,17100,497676.4300000000
2019-10-05,ÖkoGas 1,20100,103543.5800000000
2019-10-05,ÖkoStrom 1,13400,400708.9500000000
2019-10-05,ÖkoStrom 2,24500,717949.9000000000
2019-10-05,ÖkoStrom 3,14500,422006.9400000000
2019-10-06,ÖkoGas 1,18600,95818.5800000000
2019-10-06,ÖkoStrom 1,17400,520328.5300000000
2019-10-06,ÖkoStrom 2,18400,539189.9300000000
2019-10-06,ÖkoStrom 3,22000,640285.4100000000
2019-10-07,ÖkoGas 1,33300,171537.8700000000
2019-10-07,ÖkoStrom 1,14500,433608.7400000000
2019-10-07,ÖkoStrom 2,5000,146519.9800000000
2019-10-07,ÖkoStrom 3,12600,366707.4500000000
2019-10-08,ÖkoGas 1,58800,302905.7400000000
2019-10-08,ÖkoStrom 1,8800,263159.1600000000
2019-10-08,ÖkoStrom 2,10200,298899.9600000000
2019-10-08,ÖkoStrom 3,15100,439466.9400000000
2019-10-09,ÖkoGas 1,22200,114358.5800000000
2019-10-09,ÖkoStrom 1,15800,472478.7400000000
2019-10-09,ÖkoStrom 2,5200,152379.9800000000
2019-10-09,ÖkoStrom 3,22600,657745.4100000000
2019-10-10,ÖkoGas 1,11400,58724.2900000000
2019-10-10,ÖkoStrom 1,22500,672838.1100000000
2019-10-10,ÖkoStrom 2,12900,378019.9500000000
2019-10-10,ÖkoStrom 3,7900,229918.4700000000
2019-10-11,ÖkoGas 1,10800,55634.2900000000
2019-10-11,ÖkoStrom 1,10100,302029.1600000000
2019-10-11,ÖkoStrom 2,19500,571429.9200000000
2019-10-11,ÖkoStrom 3,16700,486036.4300000000
2019-10-12,ÖkoGas 1,26900,138577.8700000000
2019-10-12,ÖkoStrom 1,15706,469668.1400000000
2019-10-12,ÖkoStrom 2,14500,424909.9400000000
2019-10-12,ÖkoStrom 3,21897,637288.1100000000
2019-10-13,ÖkoGas 1,9600,49454.2900000000
2019-10-13,ÖkoStrom 1,10300,308009.1600000000
2019-10-13,ÖkoStrom 2,15100,442489.9400000000
2019-10-13,ÖkoStrom 3,19200,558795.9200000000
2019-10-14,ÖkoGas 1,32100,165357.8700000000
2019-10-14,ÖkoStrom 1,15400,460518.7400000000
2019-10-14,ÖkoStrom 2,14900,436629.9400000000
2019-10-14,ÖkoStrom 3,14400,419096.9400000000
2019-10-15,ÖkoGas 1,30100,155057.8700000000
2019-10-15,ÖkoStrom 1,9300,278109.1600000000
2019-10-15,ÖkoStrom 2,12900,378019.9500000000
2019-10-15,ÖkoStrom 3,15700,456926.9400000000
2019-10-16,ÖkoGas 1,9100,46879.2900000000
2019-10-16,ÖkoStrom 1,16500,493418.5300000000
2019-10-16,ÖkoStrom 2,12100,354579.9500000000
2019-10-16,ÖkoStrom 3,18100,526776.4300000000
2019-10-17,ÖkoGas 1,31600,162782.8700000000
2019-10-17,ÖkoStrom 1,21900,654898.1100000000
2019-10-17,ÖkoStrom 2,9700,284249.9600000000
2019-10-17,ÖkoStrom 3,17700,515136.4300000000
2019-10-18,ÖkoGas 1,10500,54089.2900000000
2019-10-18,ÖkoStrom 1,18500,553228.3200000000
2019-10-18,ÖkoStrom 2,12100,354579.9500000000
2019-10-18,ÖkoStrom 3,12200,355067.4500000000
2019-10-19,ÖkoStrom 1,12300,367818.9500000000
2019-10-19,ÖkoStrom 2,7400,216849.9700000000
2019-10-19,ÖkoStrom 3,12600,366707.4500000000
2019-10-20,ÖkoStrom 1,9700,290069.1600000000
2019-10-20,ÖkoStrom 2,14100,413189.9400000000
2019-10-20,ÖkoStrom 3,20700,602445.9200000000
2019-10-21,ÖkoGas 1,21700,111783.5800000000
2019-10-21,ÖkoStrom 1,9700,290069.1600000000
2019-10-21,ÖkoStrom 2,11900,348719.9500000000
2019-10-21,ÖkoStrom 3,14300,416186.9400000000
2019-10-22,ÖkoStrom 1,10000,299039.1600000000
2019-10-22,ÖkoStrom 2,7400,216849.9700000000
2019-10-22,ÖkoStrom 3,14900,433646.9400000000
2019-10-23,ÖkoGas 1,44000,226657.1600000000
2019-10-23,ÖkoStrom 1,14700,439588.7400000000
2019-10-23,ÖkoStrom 2,17100,501099.9300000000
2019-10-23,ÖkoStrom 3,14000,407456.9400000000
2019-10-24,ÖkoGas 1,21200,109208.5800000000
2019-10-24,ÖkoStrom 1,20400,610038.3200000000
2019-10-24,ÖkoStrom 2,13200,386809.9500000000
2019-10-24,ÖkoStrom 3,9700,282307.9600000000
2019-10-25,ÖkoGas 1,10400,53574.2900000000
2019-10-25,ÖkoStrom 1,16400,490428.5300000000
2019-10-25,ÖkoStrom 2,21200,621239.9200000000
2019-10-25,ÖkoStrom 3,14100,410366.9400000000
2019-10-26,ÖkoStrom 1,14800,442578.7400000000
2019-10-26,ÖkoStrom 2,20000,586079.9200000000
2019-10-26,ÖkoStrom 3,13100,381257.4500000000
2019-10-27,ÖkoGas 1,28100,144757.8700000000
2019-10-27,ÖkoStrom 1,19500,583128.3200000000
2019-10-27,ÖkoStrom 2,10100,295969.9600000000
2019-10-27,ÖkoStrom 3,14800,430736.9400000000
2019-10-28,ÖkoGas 1,41600,214297.1600000000
2019-10-28,ÖkoStrom 1,9100,272129.1600000000
2019-10-28,ÖkoStrom 2,6500,190479.9700000000
2019-10-28,ÖkoStrom 3,9900,288127.9600000000
2019-10-29,ÖkoGas 1,8400,43274.2900000000
2019-10-29,ÖkoStrom 1,13000,388748.9500000000
2019-10-29,ÖkoStrom 2,17500,512819.9300000000
2019-10-29,ÖkoStrom 3,15600,454016.9400000000
2019-10-30,ÖkoGas 1,19300,99423.5800000000
2019-10-30,ÖkoStrom 1,9778,292401.3600000000
2019-10-30,ÖkoStrom 2,14500,424909.9400000000
2019-10-30,ÖkoStrom 3,14700,427826.9400000000
2019-10-31,ÖkoGas 1,8100,41729.2900000000
2019-10-31,ÖkoStrom 1,12800,382768.9500000000
2019-10-31,ÖkoStrom 2,11300,331139.9500000000
2019-10-31,ÖkoStrom 3,11900,346337.4500000000
2019-11-01,ÖkoGas 1,37900,195242.1600000000
2019-11-01,ÖkoStrom 1,7200,215309.3700000000
2019-11-01,ÖkoStrom 2,13000,380949.9500000000
2019-11-01,ÖkoStrom 3,12100,352157.4500000000
2019-11-02,ÖkoGas 1,43283,222964.6100000000
2019-11-02,ÖkoStrom 1,19100,571168.3200000000
2019-11-02,ÖkoStrom 2,10100,295969.9600000000
2019-11-02,ÖkoStrom 3,22342,650237.6100000000
2019-11-03,ÖkoGas 1,49300,253966.4500000000
2019-11-03,ÖkoStrom 1,14900,445568.7400000000
2019-11-03,ÖkoStrom 2,17200,504029.9300000000
2019-11-03,ÖkoStrom 3,6600,192088.4700000000
2019-11-04,ÖkoGas 1,33100,170507.8700000000
2019-11-04,ÖkoStrom 1,11900,355858.9500000000
2019-11-04,ÖkoStrom 2,18400,539189.9300000000
2019-11-04,ÖkoStrom 3,11700,340517.4500000000
2019-11-05,ÖkoGas 1,19900,102513.5800000000
2019-11-05,ÖkoStrom 1,7800,233249.3700000000
2019-11-05,ÖkoStrom 2,15100,442489.9400000000
2019-11-05,ÖkoStrom 3,21700,631555.4100000000
2019-11-06,ÖkoStrom 1,11900,355858.9500000000
2019-11-06,ÖkoStrom 2,21700,635899.9100000000
2019-11-06,ÖkoStrom 3,20400,593715.9200000000
2019-11-07,ÖkoGas 1,40500,208632.1600000000
2019-11-07,ÖkoStrom 1,12700,379778.9500000000
2019-11-07,ÖkoStrom 2,18100,530399.9300000000
2019-11-07,ÖkoStrom 3,20000,582075.9200000000
2019-11-08,ÖkoGas 1,27500,141667.8700000000
2019-11-08,ÖkoStrom 1,20000,598078.3200000000
2019-11-08,ÖkoStrom 2,10400,304759.9600000000
2019-11-08,ÖkoStrom 3,20200,587895.9200000000
2019-11-09,ÖkoGas 1,10100,52029.2900000000
2019-11-09,ÖkoStrom 1,9600,287079.1600000000
2019-11-09,ÖkoStrom 2,17400,509889.9300000000
2019-11-09,ÖkoStrom 3,22010,640576.4100000000
2019-11-10,ÖkoGas 1,10700,55119.2900000000
2019-11-10,ÖkoStrom 1,17700,529298.5300000000
2019-11-10,ÖkoStrom 2,12400,363369.9500000000
2019-11-10,ÖkoStrom 3,5600,162978.9800000000
2019-11-11,ÖkoGas 1,19600,100968.5800000000
2019-11-11,ÖkoStrom 1,19800,592098.3200000000
2019-11-11,ÖkoStrom 2,16700,489379.9300000000
2019-11-11,ÖkoStrom 3,12500,363797.4500000000
2019-11-12,ÖkoGas 1,26900,138577.8700000000
2019-11-12,ÖkoStrom 1,22700,678818.1100000000
2019-11-12,ÖkoStrom 2,17200,504029.9300000000
2019-11-12,ÖkoStrom 3,11800,343427.4500000000
2019-11-13,ÖkoGas 1,8100,41729.2900000000
2019-11-13,ÖkoStrom 1,13200,394728.9500000000
2019-11-13,ÖkoStrom 2,25178,737815.3000000000
2019-11-13,ÖkoStrom 3,12600,366707.4500000000
2019-11-14,ÖkoGas 1,27700,142697.8700000000
2019-11-14,ÖkoStrom 1,22800,681808.1100000000
2019-11-14,ÖkoStrom 2,15200,445419.9400000000
2019-11-14,ÖkoStrom 3,22300,649015.4100000000
2019-11-15,ÖkoGas 1,8600,44304.2900000000
2019-11-15,ÖkoStrom 1,17100,511358.5300000000
2019-11-15,ÖkoStrom 2,9400,275459.9600000000
2019-11-15,ÖkoStrom 3,5200,151338.9800000000
2019-11-16,ÖkoStrom 1,12300,367818.9500000000
2019-11-16,ÖkoStrom 2,18149,531835.6300000000
2019-11-16,ÖkoStrom 3,16100,468576.4300000000
2019-11-17,ÖkoGas 1,17200,88608.5800000000
2019-11-17,ÖkoStrom 1,9700,290069.1600000000
2019-11-17,ÖkoStrom 2,15400,451279.9400000000
2019-11-17,ÖkoStrom 3,15000,436556.9400000000
2019-11-18,ÖkoGas 1,21300,109723.5800000000
2019-11-18,ÖkoStrom 1,7000,209329.3700000000
2019-11-18,ÖkoStrom 2,12000,351649.9500000000
2019-11-18,ÖkoStrom 3,15000,436556.9400000000
2019-11-19,ÖkoGas 1,10200,52544.2900000000
2019-11-19,ÖkoStrom 1,17900,535278.5300000000
2019-11-19,ÖkoStrom 2,23000,673989.9100000000
2019-11-19,ÖkoStrom 3,10100,293947.9600000000
2019-11-20,ÖkoGas 1,40400,208117.1600000000
2019-11-20,ÖkoStrom 1,15900,475468.7400000000
2019-11-20,ÖkoStrom 2,20900,612449.9200000000
2019-11-20,ÖkoStrom 3,7600,221188.4700000000
2019-11-21,ÖkoGas 1,48200,248301.4500000000
2019-11-21,ÖkoStrom 1,12600,376788.9500000000
