contractid,createdat,revenue
33018,2020-11-22,61539.9900000000
33019,2020-11-27,82049.9900000000
33020,2020-11-10,61539.9900000000
33021,2020-11-22,58209.4900000000
33022,2020-11-22,55679.9900000000
33023,2020-11-05,64029.4900000000
33024,2020-11-28,45849.2900000000
33025,2020-11-17,64029.4900000000
33026,2020-11-12,80739.7900000000
33027,2020-11-21,83729.7900000000
33028,2020-11-08,62799.7900000000
33029,2020-11-15,47394.2900000000
33030,2020-11-26,49969.2900000000
33031,2020-11-17,80739.7900000000
33032,2020-11-03,81489.4900000000
33033,2020-11-25,59754.2900000000
33034,2020-11-10,61539.9900000000
33035,2020-11-24,61539.9900000000
33036,2020-11-25,65789.7900000000
33037,2020-11-21,79119.9900000000
33038,2020-11-03,58209.4900000000
33039,2020-11-12,59809.7900000000
33040,2020-11-25,64469.9900000000
33041,2020-11-19,52544.2900000000
33042,2020-11-23,68779.7900000000
33043,2020-11-24,81489.4900000000
33044,2020-11-10,64469.9900000000
33045,2020-11-27,84399.4900000000
33046,2020-11-06,69849.4900000000
33047,2020-11-06,75669.4900000000
33049,2020-11-21,45849.2900000000
33050,2020-11-06,66939.4900000000
33051,2020-11-19,64469.9900000000
33052,2020-11-23,64469.9900000000
33053,2020-11-23,48424.2900000000
33055,2020-11-13,71769.7900000000
33056,2020-11-21,61539.9900000000
33057,2020-11-25,73259.9900000000
33058,2020-11-22,71769.7900000000
33059,2020-11-09,76189.9900000000
33060,2020-11-07,75669.4900000000
33061,2020-11-09,62799.7900000000
33062,2020-11-26,76189.9900000000
33063,2020-11-26,58209.4900000000
33064,2020-11-11,59809.7900000000
33065,2020-11-14,68779.7900000000
33066,2020-11-14,61119.4900000000
33067,2020-11-24,62799.7900000000
33068,2020-11-05,64469.9900000000
33069,2020-11-30,82049.9900000000
33070,2020-11-25,56819.7900000000
33071,2020-11-24,76189.9900000000
33072,2020-11-17,48939.2900000000
33073,2020-11-16,79119.9900000000
33074,2020-11-29,73259.9900000000
33075,2020-11-06,61539.9900000000
33076,2020-11-19,61539.9900000000
33077,2020-11-22,44304.2900000000
33078,2020-11-13,76189.9900000000
33079,2020-11-12,64469.9900000000
33080,2020-11-16,55119.2900000000
33081,2020-11-30,84979.9900000000
33082,2020-11-22,65789.7900000000
33083,2020-11-25,68779.7900000000
33084,2020-11-02,74759.7900000000
33085,2020-11-23,56149.2900000000
33086,2020-11-09,66939.4900000000
33087,2020-11-21,76189.9900000000
33088,2020-11-16,89709.7900000000
33089,2020-11-12,87309.4900000000
33090,2020-11-02,58209.4900000000
33091,2020-11-15,48939.2900000000
33092,2020-11-24,81489.4900000000
33094,2020-11-10,77749.7900000000
33095,2020-11-28,74759.7900000000
33096,2020-11-06,58209.4900000000
33097,2020-11-15,64029.4900000000
33098,2020-11-24,58609.9900000000
33099,2020-11-01,56664.2900000000
33100,2020-11-09,75669.4900000000
33101,2020-11-23,72759.4900000000
33102,2020-11-24,71769.7900000000
33103,2020-11-18,61539.9900000000
33105,2020-11-23,64029.4900000000
33107,2020-11-28,65789.7900000000
33108,2020-11-05,58209.4900000000
33109,2020-11-24,72759.4900000000
33110,2020-11-25,61539.9900000000
33111,2020-11-03,82049.9900000000
33112,2020-11-14,46879.2900000000
33113,2020-11-30,87309.4900000000
33114,2020-11-25,72759.4900000000
33115,2020-11-28,72759.4900000000
33116,2020-11-27,79119.9900000000
33117,2020-11-15,64469.9900000000
33118,2020-11-26,80739.7900000000
33119,2020-11-09,82049.9900000000
33120,2020-11-08,44819.2900000000
33121,2020-11-27,70329.9900000000
33122,2020-11-10,86719.7900000000
33124,2020-11-27,78579.4900000000
33125,2020-11-06,62799.7900000000
33126,2020-11-06,71769.7900000000
33127,2020-11-11,64469.9900000000
33128,2020-11-06,71769.7900000000
33129,2020-11-19,73259.9900000000
33130,2020-11-22,65789.7900000000
33131,2020-11-08,72759.4900000000
33132,2020-11-05,72759.4900000000
33133,2020-11-13,67399.9900000000
33134,2020-11-10,80739.7900000000
33135,2020-11-25,83729.7900000000
33136,2020-11-15,76189.9900000000
33137,2020-11-11,76189.9900000000
33138,2020-11-14,70329.9900000000
33140,2020-11-30,61119.4900000000
33141,2020-11-17,64469.9900000000
33142,2020-11-20,83729.7900000000
33143,2020-11-30,57179.2900000000
33144,2020-11-18,54604.2900000000
33145,2020-11-16,62799.7900000000
33146,2020-11-24,71769.7900000000
33147,2020-11-27,64029.4900000000
33148,2020-11-30,58209.4900000000
33149,2020-11-20,89709.7900000000
33150,2020-11-30,64469.9900000000
33151,2020-11-22,68779.7900000000
33152,2020-11-17,71769.7900000000
33153,2020-11-09,72759.4900000000
33154,2020-11-26,82049.9900000000
33155,2020-11-08,83729.7900000000
33156,2020-11-26,63359.2900000000
33157,2020-11-28,72759.4900000000
33158,2020-11-04,59809.7900000000
33159,2020-11-19,67399.9900000000
33160,2020-11-30,69849.4900000000
33161,2020-11-16,70329.9900000000
33162,2020-11-10,81489.4900000000
33163,2020-11-04,48424.2900000000
33164,2020-11-20,73259.9900000000
33165,2020-11-03,81489.4900000000
33166,2020-11-17,78579.4900000000
33167,2020-11-29,62799.7900000000
33169,2020-11-08,79119.9900000000
33171,2020-11-09,69849.4900000000
33172,2020-11-06,81489.4900000000
33173,2020-11-21,64469.9900000000
33174,2020-11-22,71769.7900000000
33175,2020-11-18,69849.4900000000
33176,2020-11-29,87909.9900000000
33177,2020-11-16,64029.4900000000
33178,2020-11-10,64029.4900000000
33179,2020-11-07,70329.9900000000
33180,2020-11-04,86719.7900000000
33181,2020-11-12,78579.4900000000
33182,2020-11-18,66939.4900000000
33183,2020-11-03,80739.7900000000
33184,2020-11-10,77749.7900000000
33185,2020-11-05,64469.9900000000
33186,2020-11-17,60269.2900000000
33187,2020-11-10,75669.4900000000
33188,2020-11-29,66939.4900000000
33189,2020-11-26,41729.2900000000
33190,2020-11-08,72759.4900000000
33191,2020-11-05,61539.9900000000
33192,2020-11-07,75669.4900000000
33193,2020-11-13,60784.2900000000
33195,2020-11-27,89709.7900000000
33197,2020-11-13,74759.7900000000
33199,2020-11-27,81489.4900000000
33200,2020-11-05,75669.4900000000
33201,2020-11-06,87909.9900000000
33202,2020-11-15,67399.9900000000
33203,2020-11-20,84399.4900000000
33204,2020-11-13,84399.4900000000
33205,2020-11-06,65789.7900000000
33206,2020-11-12,41729.2900000000
33207,2020-11-04,48939.2900000000
33208,2020-11-10,59809.7900000000
33209,2020-11-28,59809.7900000000
33210,2020-11-29,68779.7900000000
33211,2020-11-10,77749.7900000000
33212,2020-11-28,79119.9900000000
33213,2020-11-22,77749.7900000000
33214,2020-11-26,82049.9900000000
33215,2020-11-21,79119.9900000000
33216,2020-11-22,80739.7900000000
33217,2020-11-05,56819.7900000000
33218,2020-11-30,72759.4900000000
33219,2020-11-09,78579.4900000000
33220,2020-11-19,75669.4900000000
33221,2020-11-09,50484.2900000000
33222,2020-11-12,65789.7900000000
33223,2020-11-18,73259.9900000000
33224,2020-11-16,49969.2900000000
33225,2020-11-05,59809.7900000000
33226,2020-11-28,86719.7900000000
33227,2020-11-01,89709.7900000000
33228,2020-11-08,83729.7900000000
33229,2020-11-16,81489.4900000000
33230,2020-11-28,75669.4900000000
33232,2020-11-08,81489.4900000000
33233,2020-11-13,89709.7900000000
33234,2020-11-08,55679.9900000000
33236,2020-11-01,77749.7900000000
33237,2020-11-23,83729.7900000000
33238,2020-11-18,58609.9900000000
33239,2020-11-19,72759.4900000000
33240,2020-11-22,84979.9900000000
33241,2020-11-15,72759.4900000000
33242,2020-11-22,76189.9900000000
33243,2020-11-18,65789.7900000000
33244,2020-11-02,64469.9900000000
33245,2020-11-14,66939.4900000000
33246,2020-11-12,81489.4900000000
33247,2020-11-29,81489.4900000000
33248,2020-11-07,75669.4900000000
33249,2020-11-29,64029.4900000000
33250,2020-11-07,84979.9900000000
33251,2020-11-29,69849.4900000000
33252,2020-11-23,64469.9900000000
33253,2020-11-22,64029.4900000000
33254,2020-11-29,71769.7900000000
33255,2020-11-24,58209.4900000000
33256,2020-11-19,89709.7900000000
33257,2020-11-23,59809.7900000000
33259,2020-11-18,60269.2900000000
33260,2020-11-08,70329.9900000000
33261,2020-11-22,75669.4900000000
33262,2020-11-28,67399.9900000000
33263,2020-11-23,68779.7900000000
33264,2020-11-08,66939.4900000000
33265,2020-11-03,79119.9900000000
33266,2020-11-21,68779.7900000000
33267,2020-11-25,47394.2900000000
33268,2020-11-23,61539.9900000000
33269,2020-11-25,84399.4900000000
33270,2020-11-26,62799.7900000000
33271,2020-11-05,72759.4900000000
33272,2020-11-22,69849.4900000000
33273,2020-11-14,64469.9900000000
33274,2020-11-13,83729.7900000000
33276,2020-11-01,87909.9900000000
33277,2020-11-24,69849.4900000000
33278,2020-11-10,89709.7900000000
33279,2020-11-28,58609.9900000000
33280,2020-11-16,86719.7900000000
33281,2020-11-29,53059.2900000000
33283,2020-11-07,87309.4900000000
33284,2020-11-24,72759.4900000000
33285,2020-11-27,65789.7900000000
33286,2020-11-05,76189.9900000000
33287,2020-11-22,84979.9900000000
33288,2020-11-05,70329.9900000000
33289,2020-11-07,86719.7900000000
33290,2020-11-11,87309.4900000000
33291,2020-11-12,81489.4900000000
33292,2020-11-13,84399.4900000000
33293,2020-11-18,68779.7900000000
33294,2020-11-17,84399.4900000000
33295,2020-11-06,64469.9900000000
33296,2020-11-12,69849.4900000000
33297,2020-11-23,72759.4900000000
33298,2020-11-06,82049.9900000000
33299,2020-11-06,58609.9900000000
33300,2020-11-27,59809.7900000000
33301,2020-11-30,82049.9900000000
33302,2020-11-22,59809.7900000000
33303,2020-11-04,80739.7900000000
33304,2020-11-17,56819.7900000000
33306,2020-11-26,61539.9900000000
33307,2020-11-24,68779.7900000000
33308,2020-11-12,61119.4900000000
33309,2020-11-09,82049.9900000000
33310,2020-11-10,74759.7900000000
33311,2020-11-27,68779.7900000000
33313,2020-11-10,72759.4900000000
33314,2020-11-07,61539.9900000000
33315,2020-11-09,76189.9900000000
33316,2020-11-15,73259.9900000000
33317,2020-11-08,84979.9900000000
33318,2020-11-06,80739.7900000000
33319,2020-11-08,82049.9900000000
33320,2020-11-01,68779.7900000000
33321,2020-11-18,55119.2900000000
33322,2020-11-12,47394.2900000000
33325,2020-11-20,82049.9900000000
33326,2020-11-30,61539.9900000000
33327,2020-11-02,65789.7900000000
33328,2020-11-21,79119.9900000000
33329,2020-11-22,79119.9900000000
33330,2020-11-14,71769.7900000000
33331,2020-11-26,59239.2900000000
33332,2020-11-25,61539.9900000000
33333,2020-11-10,42244.2900000000
33334,2020-11-20,84399.4900000000
33335,2020-11-27,87909.9900000000
33336,2020-11-16,86719.7900000000
33337,2020-11-27,67399.9900000000
33338,2020-11-18,76189.9900000000
33339,2020-11-05,76189.9900000000
33340,2020-11-18,87309.4900000000
33341,2020-11-16,58609.9900000000
33342,2020-11-22,57694.2900000000
33343,2020-11-03,81489.4900000000
33344,2020-11-11,76189.9900000000
33345,2020-11-28,68779.7900000000
33346,2020-11-23,84399.4900000000
33347,2020-11-17,44819.2900000000
33348,2020-11-07,67399.9900000000
33349,2020-11-21,68779.7900000000
33350,2020-11-06,81489.4900000000
33351,2020-11-06,64029.4900000000
33352,2020-11-20,78579.4900000000
33353,2020-11-26,61119.4900000000
33354,2020-11-12,69849.4900000000
33355,2020-11-26,78579.4900000000
33356,2020-11-10,81489.4900000000
33357,2020-11-10,82049.9900000000
33358,2020-11-19,58209.4900000000
33359,2020-11-13,62799.7900000000
33360,2020-11-05,61119.4900000000
33361,2020-11-28,76189.9900000000
33362,2020-11-27,65789.7900000000
33363,2020-11-14,61119.4900000000
33364,2020-11-27,84399.4900000000
33365,2020-11-24,67399.9900000000
33367,2020-11-25,70329.9900000000
33368,2020-11-19,66939.4900000000
33369,2020-11-27,78579.4900000000
33370,2020-11-11,81489.4900000000
33371,2020-11-21,41729.2900000000
33372,2020-11-01,84399.4900000000
33373,2020-11-22,55119.2900000000
33374,2020-11-16,61119.4900000000
33375,2020-11-30,70329.9900000000
33376,2020-11-06,76189.9900000000
33377,2020-11-08,79119.9900000000
33378,2020-11-17,80739.7900000000
33380,2020-11-04,83729.7900000000
33381,2020-11-06,66939.4900000000
33382,2020-11-25,86719.7900000000
33384,2020-11-07,59809.7900000000
33385,2020-11-19,73259.9900000000
33387,2020-11-10,68779.7900000000
33388,2020-11-22,76189.9900000000
33389,2020-11-28,73259.9900000000
33390,2020-11-08,62799.7900000000
33391,2020-11-25,78579.4900000000
33392,2020-11-01,61539.9900000000
33393,2020-11-20,64469.9900000000
33394,2020-11-02,79119.9900000000
33395,2020-11-20,70329.9900000000
33396,2020-11-05,43274.2900000000
33397,2020-11-05,56664.2900000000
33398,2020-11-15,86719.7900000000
33399,2020-11-26,87309.4900000000
33400,2020-11-12,78579.4900000000
33401,2020-11-08,51514.2900000000
33402,2020-11-28,61539.9900000000
33403,2020-11-03,60784.2900000000
33404,2020-11-14,59809.7900000000
33405,2020-11-15,64469.9900000000
33406,2020-11-03,42759.2900000000
33407,2020-11-28,73259.9900000000
33409,2020-11-16,73259.9900000000
33410,2020-11-09,75669.4900000000
33411,2020-11-28,84399.4900000000
33412,2020-11-13,71769.7900000000
33413,2020-11-26,48424.2900000000
33414,2020-11-06,80739.7900000000
33415,2020-11-29,68779.7900000000
33416,2020-11-21,71769.7900000000
33417,2020-11-14,81489.4900000000
33418,2020-11-18,58609.9900000000
33419,2020-11-28,82049.9900000000
33420,2020-11-19,81489.4900000000
33421,2020-11-21,70329.9900000000
33422,2020-11-05,71769.7900000000
33423,2020-11-10,69849.4900000000
33424,2020-11-17,78579.4900000000
33425,2020-11-04,83729.7900000000
33427,2020-11-13,86719.7900000000
33428,2020-11-03,75669.4900000000
33429,2020-11-29,72759.4900000000
33430,2020-11-08,81489.4900000000
33431,2020-11-10,84979.9900000000
33432,2020-11-03,82049.9900000000
33433,2020-11-09,76189.9900000000
33434,2020-11-09,73259.9900000000
33435,2020-11-12,76189.9900000000
33436,2020-11-29,89709.7900000000
33437,2020-11-29,58209.4900000000
33438,2020-11-11,76189.9900000000
33439,2020-11-11,87909.9900000000
33440,2020-11-27,55679.9900000000
33442,2020-11-25,86719.7900000000
33443,2020-11-05,67399.9900000000
33444,2020-11-14,79119.9900000000
33445,2020-11-11,86719.7900000000
33446,2020-11-28,58724.2900000000
33447,2020-11-13,75669.4900000000
33448,2020-11-05,74759.7900000000
33449,2020-11-05,62799.7900000000
33450,2020-11-13,61539.9900000000
33451,2020-11-23,70329.9900000000
33452,2020-11-06,84979.9900000000
33453,2020-11-30,77749.7900000000
33454,2020-11-05,64469.9900000000
33455,2020-11-05,65789.7900000000
33456,2020-11-27,86719.7900000000
33457,2020-11-29,69849.4900000000
33458,2020-11-26,58609.9900000000
33459,2020-11-11,70329.9900000000
33460,2020-11-18,61119.4900000000
33461,2020-11-16,68779.7900000000
33462,2020-11-16,59809.7900000000
33463,2020-11-06,80739.7900000000
33464,2020-11-24,68779.7900000000
33465,2020-11-13,67399.9900000000
33466,2020-11-30,86719.7900000000
33467,2020-11-30,80739.7900000000
33468,2020-11-11,78579.4900000000
33469,2020-11-29,61119.4900000000
33471,2020-11-06,84399.4900000000
33472,2020-11-08,71769.7900000000
33473,2020-11-26,42244.2900000000
33474,2020-11-04,61539.9900000000
33475,2020-11-07,62799.7900000000
33476,2020-11-26,90839.9900000000
33477,2020-11-07,80739.7900000000
33478,2020-11-16,73259.9900000000
33480,2020-11-07,72759.4900000000
33481,2020-11-17,72759.4900000000
33482,2020-11-04,84979.9900000000
33483,2020-11-28,61119.4900000000
33484,2020-11-06,64469.9900000000
33485,2020-11-21,65789.7900000000
33486,2020-11-13,79119.9900000000
33487,2020-11-18,67399.9900000000
33488,2020-11-01,70329.9900000000
33489,2020-11-29,64029.4900000000
33490,2020-11-22,83729.7900000000
33491,2020-11-10,78579.4900000000
33492,2020-11-06,76189.9900000000
33493,2020-11-29,46879.2900000000
33494,2020-11-17,66939.4900000000
33495,2020-11-29,74759.7900000000
33496,2020-11-01,65789.7900000000
33497,2020-11-09,77749.7900000000
33499,2020-11-11,58609.9900000000
33500,2020-11-12,79119.9900000000
33501,2020-11-24,66939.4900000000
33502,2020-11-12,61119.4900000000
33503,2020-11-20,64469.9900000000
33504,2020-11-18,73259.9900000000
33505,2020-11-20,84979.9900000000
33506,2020-11-06,54604.2900000000
33507,2020-11-24,64029.4900000000
33508,2020-11-29,69849.4900000000
33509,2020-11-22,72759.4900000000
33510,2020-11-12,64469.9900000000
33511,2020-11-30,74759.7900000000
33512,2020-11-20,86719.7900000000
33513,2020-11-28,70329.9900000000
33514,2020-11-25,70329.9900000000
33515,2020-11-19,64469.9900000000
33516,2020-11-08,62799.7900000000
33517,2020-11-04,64029.4900000000
33518,2020-11-21,70329.9900000000
33519,2020-11-20,61539.9900000000
33520,2020-11-06,80739.7900000000
33521,2020-11-26,77749.7900000000
33522,2020-11-11,78579.4900000000
33523,2020-11-25,61119.4900000000
33524,2020-11-12,74759.7900000000
33525,2020-11-11,66939.4900000000
33526,2020-11-12,69849.4900000000
33527,2020-11-14,69849.4900000000
33528,2020-11-25,64029.4900000000
33529,2020-11-28,61119.4900000000
33530,2020-11-13,70329.9900000000
33531,2020-11-09,47909.2900000000
33532,2020-11-03,84979.9900000000
33533,2020-11-17,78579.4900000000
33534,2020-11-12,86719.7900000000
33535,2020-11-14,69849.4900000000
33536,2020-11-16,74759.7900000000
33537,2020-11-03,65789.7900000000
33538,2020-11-15,74759.7900000000
33539,2020-11-01,72759.4900000000
33540,2020-11-15,67399.9900000000
33541,2020-11-10,86719.7900000000
33543,2020-11-18,65789.7900000000
33545,2020-11-01,61119.4900000000
33546,2020-11-16,78579.4900000000
33547,2020-11-24,59239.2900000000
33548,2020-11-19,58209.4900000000
33549,2020-11-17,58209.4900000000
33550,2020-11-06,68779.7900000000
33551,2020-11-29,61119.4900000000
33552,2020-11-29,65789.7900000000
33553,2020-11-13,87909.9900000000
33554,2020-11-05,59809.7900000000
33555,2020-11-21,64469.9900000000
33556,2020-11-15,67399.9900000000
33557,2020-11-29,76189.9900000000
33558,2020-11-03,84399.4900000000
33559,2020-11-28,89709.7900000000
33560,2020-11-17,83729.7900000000
33561,2020-11-30,62799.7900000000
33562,2020-11-10,80739.7900000000
33563,2020-11-07,66939.4900000000
33564,2020-11-26,64469.9900000000
33565,2020-11-24,61119.4900000000
33566,2020-11-02,52029.2900000000
33567,2020-11-20,75669.4900000000
33568,2020-11-22,64029.4900000000
33569,2020-11-06,92699.7900000000
33570,2020-11-05,50999.2900000000
33571,2020-11-29,76189.9900000000
33572,2020-11-23,62799.7900000000
33573,2020-11-01,70329.9900000000
33574,2020-11-29,87309.4900000000
33575,2020-11-03,84979.9900000000
33576,2020-11-08,76189.9900000000
33577,2020-11-27,89709.7900000000
33578,2020-11-02,72759.4900000000
33579,2020-11-14,64029.4900000000
33580,2020-11-04,71769.7900000000
33581,2020-11-05,67399.9900000000
33582,2020-11-13,84399.4900000000
33583,2020-11-21,60784.2900000000
33584,2020-11-19,58609.9900000000
33585,2020-11-02,86719.7900000000
33586,2020-11-12,84399.4900000000
33587,2020-11-07,70329.9900000000
33588,2020-11-21,69849.4900000000
33589,2020-11-26,76189.9900000000
33590,2020-11-13,67399.9900000000
33591,2020-11-15,76189.9900000000
33592,2020-11-25,43789.2900000000
33593,2020-11-30,76189.9900000000
33594,2020-11-19,59809.7900000000
33595,2020-11-02,80739.7900000000
33596,2020-11-27,55299.4900000000
33597,2020-11-28,65789.7900000000
33598,2020-11-12,59239.2900000000
33599,2020-11-06,86719.7900000000
33600,2020-11-30,86719.7900000000
33601,2020-11-14,84979.9900000000
33602,2020-11-22,61119.4900000000
33603,2020-11-17,72759.4900000000
33604,2020-11-23,86719.7900000000
33605,2020-11-06,79119.9900000000
33607,2020-11-29,84979.9900000000
33608,2020-11-30,76189.9900000000
33609,2020-11-03,77749.7900000000
33610,2020-11-12,71769.7900000000
33611,2020-11-27,81489.4900000000
33612,2020-11-22,68779.7900000000
33613,2020-11-06,76189.9900000000
33614,2020-11-13,68779.7900000000
33615,2020-11-03,61539.9900000000
33616,2020-11-26,65789.7900000000
33617,2020-11-07,73259.9900000000
33618,2020-11-30,81489.4900000000
33619,2020-11-14,74759.7900000000
33620,2020-11-16,67399.9900000000
33621,2020-11-03,80739.7900000000
33623,2020-11-22,64469.9900000000
33624,2020-11-16,48424.2900000000
33625,2020-11-02,55679.9900000000
33626,2020-11-02,67399.9900000000
33627,2020-11-16,68779.7900000000
33628,2020-11-22,76189.9900000000
33629,2020-11-03,61539.9900000000
33630,2020-11-09,58209.4900000000
33631,2020-11-01,73259.9900000000
33632,2020-11-11,71769.7900000000
33633,2020-11-23,55679.9900000000
33634,2020-11-22,89709.7900000000
33635,2020-11-05,86719.7900000000
33636,2020-11-08,54604.2900000000
33637,2020-11-21,59809.7900000000
33638,2020-11-13,84399.4900000000
33639,2020-11-05,71769.7900000000
33641,2020-11-20,70329.9900000000
33642,2020-11-24,86719.7900000000
33643,2020-11-22,70329.9900000000
33644,2020-11-13,64469.9900000000
33645,2020-11-01,86719.7900000000
33646,2020-11-23,72759.4900000000
33647,2020-11-22,66939.4900000000
33648,2020-11-29,68779.7900000000
33649,2020-11-07,58609.9900000000
33650,2020-11-30,83729.7900000000
33652,2020-11-03,70329.9900000000
33653,2020-11-06,83729.7900000000
33654,2020-11-21,86719.7900000000
33655,2020-11-04,81489.4900000000
33656,2020-11-26,77749.7900000000
33657,2020-11-28,82049.9900000000
33658,2020-11-23,79119.9900000000
33659,2020-11-01,79119.9900000000
33660,2020-11-01,56149.2900000000
33662,2020-11-27,75669.4900000000
33663,2020-11-15,64469.9900000000
33664,2020-11-07,69849.4900000000
33665,2020-11-15,75669.4900000000
33666,2020-11-07,82049.9900000000
33667,2020-11-13,79119.9900000000
33668,2020-11-21,84399.4900000000
33670,2020-11-21,61539.9900000000
33672,2020-11-22,76189.9900000000
33673,2020-11-05,70329.9900000000
33674,2020-11-30,69849.4900000000
33675,2020-11-07,58209.4900000000
33676,2020-11-06,76189.9900000000
33677,2020-11-30,58209.4900000000
33678,2020-11-25,65789.7900000000
33680,2020-11-15,69849.4900000000
33682,2020-11-22,59809.7900000000
33683,2020-11-11,74759.7900000000
33684,2020-11-19,72759.4900000000
33685,2020-11-22,45334.2900000000
33686,2020-11-23,84979.9900000000
33687,2020-11-30,61119.4900000000
33688,2020-11-25,47909.2900000000
33689,2020-11-02,64469.9900000000
33690,2020-11-06,75669.4900000000
33691,2020-11-03,59809.7900000000
33692,2020-11-30,75669.4900000000
33693,2020-11-02,64469.9900000000
33695,2020-11-10,66939.4900000000
33696,2020-11-02,77749.7900000000
33697,2020-11-09,69849.4900000000
33698,2020-11-02,89709.7900000000
33699,2020-11-03,78579.4900000000
33700,2020-11-24,62799.7900000000
33701,2020-12-12,41214.2900000000
33702,2020-12-02,84979.9900000000
33703,2020-12-07,79119.9900000000
33704,2020-12-15,59809.7900000000
33705,2020-12-05,74759.7900000000
33707,2020-12-22,71769.7900000000
33708,2020-12-05,86719.7900000000
33709,2020-12-13,71769.7900000000
33710,2020-12-18,64469.9900000000
33711,2020-12-20,83729.7900000000
33712,2020-12-09,74759.7900000000
33713,2020-12-11,61539.9900000000
33714,2020-12-16,79119.9900000000
33715,2020-12-13,64029.4900000000
33716,2020-12-01,72759.4900000000
33717,2020-12-01,83729.7900000000
33719,2020-12-31,64469.9900000000
33720,2020-12-09,77749.7900000000
33721,2020-12-10,39154.2900000000
33722,2020-12-31,49454.2900000000
33723,2020-12-04,52029.2900000000
33724,2020-12-20,61119.4900000000
33725,2020-12-21,64469.9900000000
33726,2020-12-22,75669.4900000000
33727,2020-12-06,78579.4900000000
33728,2020-12-31,56819.7900000000
33730,2020-12-09,75669.4900000000
33731,2020-12-04,84979.9900000000
33732,2020-12-09,74759.7900000000
33733,2020-12-14,79119.9900000000
33734,2020-12-30,38639.2900000000
33735,2020-12-17,75669.4900000000
33736,2020-12-13,64469.9900000000
33737,2020-12-22,56819.7900000000
33738,2020-12-10,65789.7900000000
33739,2020-12-10,82049.9900000000
33740,2020-12-28,64469.9900000000
33741,2020-12-23,67399.9900000000
33742,2020-12-08,72759.4900000000
33743,2020-12-18,73259.9900000000
33744,2020-12-14,80739.7900000000
33745,2020-12-01,64469.9900000000
33746,2020-12-05,61119.4900000000
33747,2020-12-21,76189.9900000000
33748,2020-12-22,61119.4900000000
33749,2020-12-21,64469.9900000000
33750,2020-12-21,69849.4900000000
33751,2020-12-05,59809.7900000000
33752,2020-12-15,64029.4900000000
33754,2020-12-12,87909.9900000000
33755,2020-12-06,61539.9900000000
33756,2020-12-10,74759.7900000000
33757,2020-12-26,79119.9900000000
33758,2020-12-02,64029.4900000000
33759,2020-12-06,67399.9900000000
33760,2020-12-27,68779.7900000000
33761,2020-12-11,66939.4900000000
33762,2020-12-21,69849.4900000000
33763,2020-12-31,78579.4900000000
33764,2020-12-10,64469.9900000000
33765,2020-12-16,86719.7900000000
33766,2020-12-12,80739.7900000000
33767,2020-12-22,74759.7900000000
33768,2020-12-26,69849.4900000000
33769,2020-12-22,58209.4900000000
33770,2020-12-25,66939.4900000000
33772,2020-12-16,78579.4900000000
33773,2020-12-08,70329.9900000000
33774,2020-12-25,48939.2900000000
33775,2020-12-10,76189.9900000000
33776,2020-12-21,89709.7900000000
33777,2020-12-31,64029.4900000000
33778,2020-12-27,80739.7900000000
33779,2020-12-09,55299.4900000000
33780,2020-12-21,79119.9900000000
33781,2020-12-05,68779.7900000000
33782,2020-12-23,70329.9900000000
33784,2020-12-04,64029.4900000000
33785,2020-12-08,84979.9900000000
33786,2020-12-23,62799.7900000000
33787,2020-12-14,78579.4900000000
33788,2020-12-23,74759.7900000000
33789,2020-12-05,61539.9900000000
33790,2020-12-10,87909.9900000000
33791,2020-12-01,67399.9900000000
33792,2020-12-22,59809.7900000000
33793,2020-12-25,61119.4900000000
33795,2020-12-26,73259.9900000000
33796,2020-12-06,71769.7900000000
33797,2020-12-24,64029.4900000000
33798,2020-12-09,65789.7900000000
33799,2020-12-07,61119.4900000000
33800,2020-12-07,81489.4900000000
33801,2020-12-24,64029.4900000000
33802,2020-12-26,73259.9900000000
33803,2020-12-28,86719.7900000000
33804,2020-12-31,76189.9900000000
33805,2020-12-30,84399.4900000000
33806,2020-12-01,78579.4900000000
33807,2020-12-13,72759.4900000000
33808,2020-12-02,79119.9900000000
33809,2020-12-14,62844.2900000000
33811,2020-12-11,67399.9900000000
33812,2020-12-07,66939.4900000000
33813,2020-12-03,65789.7900000000
33814,2020-12-08,76189.9900000000
33815,2020-12-29,42759.2900000000
33816,2020-12-08,77749.7900000000
33817,2020-12-08,79119.9900000000
33818,2020-12-22,66939.4900000000
33819,2020-12-15,86719.7900000000
33820,2020-12-28,87309.4900000000
33821,2020-12-06,62799.7900000000
33822,2020-12-08,84979.9900000000
33823,2020-12-11,70329.9900000000
33824,2020-12-11,59809.7900000000
33825,2020-12-17,53574.2900000000
33826,2020-12-21,86719.7900000000
33827,2020-12-20,58609.9900000000
33828,2020-12-03,80739.7900000000
33829,2020-12-13,64469.9900000000
33830,2020-12-01,78579.4900000000
33831,2020-12-13,68779.7900000000
33832,2020-12-19,78579.4900000000
33833,2020-12-04,59809.7900000000
33834,2020-12-15,75669.4900000000
33835,2020-12-29,79119.9900000000
33836,2020-12-11,82049.9900000000
33837,2020-12-06,80739.7900000000
33838,2020-12-21,58609.9900000000
33839,2020-12-01,62799.7900000000
33840,2020-12-06,84979.9900000000
33841,2020-12-02,59754.2900000000
33842,2020-12-29,86719.7900000000
33843,2020-12-12,67399.9900000000
33844,2020-12-25,75669.4900000000
33845,2020-12-20,76189.9900000000
